Time: 08.07.2022 13:57:23;;;
Team: test;;;
Athlete name: Lasse I;;;
Device: NORDIC07;;;
Comment: ;;;
#SampleTime[s];Force_left[N];Force_right[N];
194.550;165.66;-0.49;
194.560;165.75;-0.32;
194.570;165.50;-0.14;
194.580;165.38;0.04;
194.590;165.25;0.18;
194.600;165.09;0.25;
194.610;164.79;0.54;
194.620;164.50;1.13;
194.630;164.37;1.24;
194.640;164.95;0.75;
194.650;165.31;0.45;
194.660;165.43;0.32;
194.670;165.95;0.03;
194.680;166.37;-0.31;
194.690;166.93;-0.71;
194.700;167.16;-0.73;
194.710;167.21;-0.73;
194.720;167.22;-0.63;
194.730;166.95;-0.45;
194.740;167.00;-0.47;
194.750;166.76;-0.36;
194.760;166.76;-0.21;
194.770;166.68;-0.10;
194.780;166.37;0.01;
194.790;166.39;0.18;
194.800;166.10;0.32;
194.810;165.91;0.74;
194.820;165.42;1.02;
194.830;165.37;1.16;
194.840;165.70;0.87;
194.850;166.06;0.48;
194.860;166.29;0.32;
194.870;166.51;-0.10;
194.880;166.71;-0.34;
194.890;167.13;-0.64;
194.900;167.33;-0.95;
194.910;167.06;-0.88;
194.920;166.73;-0.66;
194.930;166.31;-0.45;
194.940;166.05;-0.40;
194.950;165.70;-0.36;
194.960;165.51;-0.23;
194.970;165.01;-0.06;
194.980;164.80;0.04;
194.990;164.44;0.06;
195.000;163.83;0.38;
195.010;163.64;0.77;
195.020;163.12;1.03;
195.030;162.79;1.02;
195.040;162.99;0.76;
195.050;163.24;0.41;
195.060;163.55;0.29;
195.070;163.57;-0.01;
195.080;163.84;-0.60;
195.090;164.11;-0.67;
195.100;164.36;-0.82;
195.110;164.16;-0.96;
195.120;163.63;-0.82;
195.130;163.45;-0.75;
195.140;162.99;-0.40;
195.150;162.78;-0.24;
195.160;162.49;-0.20;
195.170;162.13;-0.17;
195.180;161.96;0.01;
195.190;161.89;0.25;
195.200;161.30;0.48;
195.210;160.76;0.54;
195.220;160.55;0.90;
195.230;160.15;1.19;
195.240;160.56;0.69;
195.250;161.10;0.35;
195.260;161.18;0.39;
195.270;161.46;0.03;
195.280;161.86;-0.48;
195.290;162.30;-0.64;
195.300;162.79;-0.97;
195.310;162.70;-0.86;
195.320;162.51;-0.83;
195.330;162.57;-0.50;
195.340;162.24;-0.28;
195.350;162.28;-0.32;
195.360;162.56;-0.13;
195.370;162.62;-0.15;
195.380;162.45;0.08;
195.390;162.40;0.31;
195.400;162.62;0.33;
195.410;162.36;0.64;
195.420;162.26;0.96;
195.430;162.48;1.08;
195.440;163.01;0.84;
195.450;163.76;0.36;
195.460;164.09;0.24;
195.470;164.76;-0.02;
195.480;165.57;-0.29;
195.490;166.16;-0.62;
195.500;166.53;-0.81;
195.510;166.63;-0.99;
195.520;166.81;-0.72;
195.530;166.80;-0.69;
195.540;166.91;-0.37;
195.550;166.85;-0.25;
195.560;166.94;-0.17;
195.570;167.17;0.04;
195.580;166.87;-0.13;
195.590;166.84;0.30;
195.600;167.16;0.30;
195.610;166.73;0.47;
195.620;166.51;0.97;
195.630;166.71;1.23;
195.640;167.13;0.79;
195.650;167.91;0.57;
195.660;168.14;0.30;
195.670;168.70;0.05;
195.680;169.23;-0.32;
195.690;169.70;-0.72;
195.700;170.05;-0.89;
195.710;170.02;-0.98;
195.720;169.93;-0.61;
195.730;169.66;-0.59;
195.740;169.55;-0.36;
195.750;169.48;-0.41;
195.760;169.13;-0.38;
195.770;168.83;-0.07;
195.780;168.62;0.08;
195.790;168.38;0.21;
195.800;168.07;0.11;
195.810;167.55;0.62;
195.820;167.08;1.10;
195.830;166.71;0.90;
195.840;166.96;0.69;
195.850;167.31;0.26;
195.860;167.25;0.28;
195.870;167.48;0.11;
195.880;167.75;-0.46;
195.890;167.97;-0.74;
195.900;167.88;-1.06;
195.910;167.77;-1.00;
195.920;167.45;-0.72;
195.930;166.91;-0.54;
195.940;166.63;-0.32;
195.950;166.25;-0.20;
195.960;166.03;-0.31;
195.970;165.66;-0.24;
195.980;165.30;-0.09;
195.990;164.97;0.20;
196.000;164.62;0.28;
196.010;164.26;0.57;
196.020;163.77;0.97;
196.030;163.38;1.06;
196.040;163.80;0.72;
196.050;164.16;0.37;
196.060;164.17;0.28;
196.070;164.66;-0.05;
196.080;165.05;-0.29;
196.090;165.37;-0.70;
196.100;165.63;-0.89;
196.110;165.66;-0.77;
196.120;165.22;-0.70;
196.130;165.01;-0.50;
196.140;164.94;-0.24;
196.150;164.65;-0.27;
196.160;164.69;-0.29;
196.170;164.61;-0.03;
196.180;164.52;-0.02;
196.190;164.54;0.11;
196.200;164.47;0.49;
196.210;164.30;0.72;
196.220;164.29;0.87;
196.230;164.41;0.90;
196.240;164.98;0.85;
196.250;165.83;0.53;
196.260;166.37;0.32;
196.270;167.04;0.15;
196.280;167.69;-0.30;
196.290;168.33;-0.57;
196.300;168.92;-0.83;
196.310;169.30;-0.89;
196.320;169.28;-0.60;
196.330;169.55;-0.58;
196.340;169.67;-0.50;
196.350;169.70;-0.28;
196.360;169.78;-0.20;
196.370;169.81;-0.14;
196.380;170.05;0.07;
196.390;170.07;0.23;
196.400;170.04;0.28;
196.410;169.97;0.72;
196.420;169.75;1.07;
196.430;169.79;1.08;
196.440;170.63;0.74;
196.450;171.37;0.52;
196.460;171.64;0.30;
196.470;172.03;-0.05;
196.480;172.75;-0.48;
196.490;173.32;-0.74;
196.500;173.85;-0.94;
196.510;173.98;-0.97;
196.520;173.60;-0.59;
196.530;173.59;-0.59;
196.540;173.47;-0.53;
196.550;173.33;-0.39;
196.560;173.27;-0.15;
196.570;173.19;-0.11;
196.580;172.91;0.07;
196.590;172.72;0.20;
196.600;172.68;0.34;
196.610;172.10;0.59;
196.620;171.91;0.98;
196.630;171.95;0.92;
196.640;172.21;0.73;
196.650;172.73;0.58;
196.660;172.93;0.14;
196.670;173.11;0.22;
196.680;173.66;-0.39;
196.690;173.95;-0.63;
196.700;174.06;-0.81;
196.710;174.12;-0.96;
196.720;173.70;-0.62;
196.730;173.52;-0.58;
196.740;172.99;-0.42;
196.750;173.00;-0.37;
196.760;172.65;-0.17;
196.770;172.21;-0.02;
196.780;172.06;0.11;
196.790;171.55;0.12;
196.800;171.54;0.29;
196.810;170.87;0.64;
196.820;170.21;0.85;
196.830;169.97;1.07;
196.840;170.31;0.77;
196.850;170.76;0.43;
196.860;171.01;0.20;
196.870;171.14;-0.08;
196.880;171.55;-0.41;
196.890;172.19;-0.92;
196.900;172.35;-0.88;
196.910;172.41;-0.94;
196.920;172.06;-0.72;
196.930;171.97;-0.56;
196.940;171.75;-0.57;
196.950;171.82;-0.31;
196.960;171.70;-0.33;
196.970;171.41;0.03;
196.980;171.36;0.14;
196.990;171.28;0.19;
197.000;171.26;0.44;
197.010;170.79;0.67;
197.020;170.74;1.02;
197.030;170.74;1.12;
197.040;171.39;0.84;
197.050;171.83;0.45;
197.060;172.24;0.30;
197.070;172.94;0.07;
197.080;173.56;-0.37;
197.090;173.91;-0.54;
197.100;174.19;-0.88;
197.110;174.65;-0.94;
197.120;174.52;-0.69;
197.130;174.55;-0.49;
197.140;174.44;-0.32;
197.150;174.52;-0.30;
197.160;174.67;-0.09;
197.170;174.81;0.02;
197.180;174.80;0.19;
197.190;174.71;0.23;
197.200;174.81;0.31;
197.210;174.61;0.60;
197.220;174.20;1.09;
197.230;174.67;1.05;
197.240;175.30;0.75;
197.250;175.87;0.34;
197.260;176.44;0.24;
197.270;176.77;0.16;
197.280;177.59;-0.35;
197.290;178.09;-0.71;
197.300;178.54;-0.96;
197.310;178.59;-0.72;
197.320;178.36;-0.61;
197.330;178.47;-0.57;
197.340;178.20;-0.51;
197.350;178.11;-0.18;
197.360;178.11;-0.29;
197.370;177.93;-0.05;
197.380;177.75;0.15;
197.390;177.60;0.35;
197.400;177.31;0.50;
197.410;176.82;0.55;
197.420;176.79;1.10;
197.430;176.40;0.94;
197.440;176.47;0.86;
197.450;177.00;0.46;
197.460;177.09;0.39;
197.470;177.30;-0.01;
197.480;177.59;-0.33;
197.490;177.96;-0.59;
197.500;178.02;-1.03;
197.510;177.99;-0.98;
197.520;177.65;-0.80;
197.530;177.47;-0.54;
197.540;177.45;-0.44;
197.550;177.06;-0.21;
197.560;176.86;-0.20;
197.570;176.59;0.02;
197.580;176.33;0.07;
197.590;176.26;0.23;
197.600;175.86;0.35;
197.610;175.51;0.74;
197.620;174.96;1.06;
197.630;174.76;0.94;
197.640;175.31;0.76;
197.650;175.62;0.32;
197.660;175.78;0.33;
197.670;176.02;0.06;
197.680;176.62;-0.41;
197.690;176.79;-0.70;
197.700;177.00;-0.99;
197.710;177.08;-0.90;
197.720;176.69;-0.57;
197.730;176.56;-0.40;
197.740;176.44;-0.34;
197.750;176.41;-0.35;
197.760;176.29;-0.25;
197.770;176.24;0.01;
197.780;176.16;0.07;
197.790;175.85;0.25;
197.800;175.93;0.48;
197.810;175.76;0.55;
197.820;175.51;0.88;
197.830;175.68;1.05;
197.840;176.09;0.75;
197.850;176.88;0.40;
197.860;177.11;0.17;
197.870;177.96;0.00;
197.880;178.62;-0.39;
197.890;179.03;-0.79;
197.900;179.81;-0.84;
197.910;179.87;-0.78;
197.920;179.90;-0.82;
197.930;179.94;-0.58;
197.940;180.06;-0.37;
197.950;179.98;-0.32;
197.960;180.34;-0.24;
197.970;180.42;-0.09;
197.980;180.53;0.04;
197.990;180.65;0.18;
198.000;180.69;0.43;
198.010;180.66;0.64;
198.020;180.31;1.12;
198.030;180.70;1.13;
198.040;181.38;0.79;
198.050;181.93;0.49;
198.060;182.21;0.34;
198.070;182.83;0.07;
198.080;183.45;-0.36;
198.090;184.09;-0.72;
198.100;184.35;-0.92;
198.110;184.41;-0.85;
198.120;184.36;-0.78;
198.130;184.29;-0.51;
198.140;183.99;-0.32;
198.150;183.95;-0.36;
198.160;184.09;-0.22;
198.170;183.89;-0.05;
198.180;183.67;0.06;
198.190;183.23;0.28;
198.200;183.29;0.43;
198.210;182.59;0.76;
198.220;182.20;0.93;
198.230;182.08;0.97;
198.240;182.15;0.81;
198.250;182.60;0.33;
198.260;182.49;0.31;
198.270;182.61;0.12;
198.280;182.82;-0.53;
198.290;183.05;-0.65;
198.300;183.07;-0.78;
198.310;182.77;-0.93;
198.320;182.35;-0.84;
198.330;181.79;-0.64;
198.340;181.44;-0.59;
198.350;181.12;-0.33;
198.360;180.74;-0.19;
198.370;180.40;-0.16;
198.380;179.95;0.13;
198.390;179.62;0.13;
198.400;179.16;0.37;
198.410;178.85;0.70;
198.420;178.16;1.07;
198.430;177.71;0.94;
198.440;178.20;0.80;
198.450;178.49;0.30;
198.460;178.56;0.21;
198.470;178.81;0.02;
198.480;179.18;-0.44;
198.490;179.64;-0.66;
198.500;179.86;-0.90;
198.510;179.72;-0.72;
198.520;179.73;-0.75;
198.530;179.57;-0.42;
198.540;179.50;-0.40;
198.550;179.61;-0.21;
198.560;179.34;-0.21;
198.570;179.29;-0.03;
198.580;179.46;0.19;
198.590;179.40;0.30;
198.600;179.42;0.54;
198.610;179.36;0.49;
198.620;179.06;1.07;
198.630;179.09;1.08;
198.640;179.80;0.79;
198.650;180.46;0.44;
198.660;181.07;0.24;
198.670;181.66;0.08;
198.680;182.25;-0.56;
198.690;182.90;-0.66;
198.700;183.34;-0.95;
198.710;183.78;-0.77;
198.720;183.58;-0.75;
198.730;183.65;-0.68;
198.740;183.74;-0.25;
198.750;183.74;-0.30;
198.760;183.98;-0.14;
198.770;183.93;-0.08;
198.780;184.12;0.27;
198.790;184.23;0.26;
198.800;184.18;0.37;
198.810;184.01;0.81;
198.820;183.96;0.96;
198.830;184.00;1.06;
198.840;184.67;0.78;
198.850;185.41;0.45;
198.860;185.91;0.34;
198.870;186.43;0.00;
198.880;187.18;-0.39;
198.890;187.78;-0.71;
198.900;187.94;-0.85;
198.910;188.29;-0.81;
198.920;188.10;-0.62;
198.930;187.96;-0.66;
198.940;187.95;-0.50;
198.950;187.71;-0.26;
198.960;187.56;-0.20;
198.970;187.63;-0.04;
198.980;187.40;-0.05;
198.990;187.04;0.28;
199.000;187.00;0.43;
199.010;186.51;0.71;
199.020;186.11;1.05;
199.030;186.08;1.15;
199.040;186.43;0.78;
199.050;186.91;0.29;
199.060;187.01;0.34;
199.070;187.25;0.06;
199.080;187.64;-0.46;
199.090;188.08;-0.67;
199.100;188.18;-1.03;
199.110;188.18;-0.93;
199.120;187.79;-0.62;
199.130;187.58;-0.58;
199.140;187.48;-0.44;
199.150;187.23;-0.41;
199.160;187.26;-0.24;
199.170;186.73;-0.03;
199.180;186.57;-0.05;
199.190;186.42;0.25;
199.200;186.17;0.46;
199.210;185.70;0.67;
199.220;185.19;1.10;
199.230;185.29;1.01;
199.240;185.65;0.77;
199.250;185.93;0.32;
199.260;186.15;0.29;
199.270;186.59;-0.11;
199.280;187.25;-0.46;
199.290;187.74;-0.67;
199.300;187.85;-0.86;
199.310;188.09;-0.99;
199.320;187.82;-0.97;
199.330;187.86;-0.54;
199.340;187.75;-0.42;
199.350;187.77;-0.29;
199.360;187.95;-0.28;
199.370;187.90;-0.13;
199.380;188.11;0.16;
199.390;187.95;0.36;
199.400;188.20;0.29;
199.410;188.01;0.76;
199.420;187.83;0.94;
199.430;188.06;0.95;
199.440;188.81;0.74;
199.450;189.54;0.49;
199.460;189.83;0.31;
199.470;190.56;-0.10;
199.480;191.29;-0.42;
199.490;191.94;-0.73;
199.500;192.29;-0.93;
199.510;192.47;-0.91;
199.520;192.46;-0.79;
199.530;192.41;-0.60;
199.540;192.29;-0.26;
199.550;192.37;-0.41;
199.560;192.43;-0.10;
199.570;192.37;0.04;
199.580;192.17;0.16;
199.590;192.13;0.24;
199.600;192.00;0.45;
199.610;191.48;0.95;
199.620;191.37;0.87;
199.630;191.44;0.99;
199.640;191.96;0.94;
199.650;192.46;0.46;
199.660;192.70;0.28;
199.670;193.15;-0.04;
199.680;193.77;-0.43;
199.690;194.20;-0.73;
199.700;194.44;-0.94;
199.710;194.42;-0.82;
199.720;194.27;-0.83;
199.730;194.11;-0.65;
199.740;193.89;-0.47;
199.750;193.58;-0.20;
199.760;193.41;-0.12;
199.770;193.13;-0.23;
199.780;192.77;0.04;
199.790;192.49;0.21;
199.800;192.22;0.33;
199.810;191.66;0.64;
199.820;191.05;1.04;
199.830;191.13;1.13;
199.840;191.39;0.67;
199.850;191.54;0.49;
199.860;191.62;0.30;
199.870;191.84;0.01;
199.880;192.30;-0.43;
199.890;192.67;-0.73;
199.900;192.68;-0.86;
199.910;192.71;-0.88;
199.920;192.25;-0.56;
199.930;192.11;-0.51;
199.940;191.71;-0.53;
199.950;191.44;-0.35;
199.960;191.50;-0.27;
199.970;191.16;-0.16;
199.980;191.08;0.14;
199.990;190.60;0.17;
200.000;190.40;0.34;
200.010;189.99;0.78;
200.020;189.64;0.99;
200.030;189.54;0.91;
200.040;189.81;0.87;
200.050;190.20;0.30;
200.060;190.36;0.25;
200.070;190.63;-0.10;
200.080;191.11;-0.46;
200.090;191.67;-0.63;
200.100;191.75;-0.88;
200.110;191.62;-0.93;
200.120;191.44;-0.94;
200.130;191.24;-0.56;
200.140;190.85;-0.57;
200.150;190.67;-0.19;
200.160;190.61;-0.25;
200.170;190.33;-0.07;
200.180;190.10;0.01;
200.190;189.96;0.20;
200.200;189.84;0.45;
200.210;189.43;0.69;
200.220;189.00;1.16;
200.230;189.12;1.02;
200.240;189.65;0.76;
200.250;190.09;0.36;
200.260;190.47;0.33;
200.270;190.84;0.03;
200.280;191.50;-0.32;
200.290;191.96;-0.58;
200.300;192.18;-0.84;
200.310;192.45;-0.88;
200.320;192.35;-0.67;
200.330;192.24;-0.46;
200.340;192.21;-0.46;
200.350;192.18;-0.22;
200.360;192.11;-0.26;
200.370;192.17;-0.10;
200.380;192.16;0.16;
200.390;192.04;0.18;
200.400;191.90;0.46;
200.410;191.66;0.70;
200.420;191.28;0.91;
200.430;191.51;0.95;
200.440;192.08;0.74;
200.450;192.43;0.42;
200.460;192.68;0.28;
200.470;193.24;-0.19;
200.480;193.91;-0.54;
200.490;194.11;-0.58;
200.500;194.61;-0.88;
200.510;194.64;-0.91;
200.520;194.42;-0.68;
200.530;194.37;-0.44;
200.540;194.24;-0.38;
200.550;194.37;-0.37;
200.560;194.19;-0.07;
200.570;194.02;-0.19;
200.580;193.89;0.00;
200.590;193.74;0.34;
200.600;193.68;0.42;
200.610;193.08;0.90;
200.620;192.80;1.07;
200.630;192.71;0.86;
200.640;193.08;0.69;
200.650;193.55;0.57;
200.660;193.67;0.24;
200.670;193.89;-0.07;
200.680;194.33;-0.48;
200.690;194.67;-0.82;
200.700;194.84;-1.16;
200.710;194.85;-0.80;
200.720;194.18;-0.60;
200.730;193.90;-0.61;Peak contraction 2
200.740;193.46;-0.39;
200.750;193.10;-0.36;
200.760;192.89;-0.22;
200.770;192.47;-0.18;
200.780;191.95;0.04;
200.790;191.60;0.28;
200.800;191.21;0.51;
200.810;190.66;0.76;
200.820;190.17;0.99;
200.830;189.89;1.05;
200.840;190.02;0.83;
200.850;190.18;0.36;
200.860;190.32;0.24;
200.870;190.37;0.03;
200.880;190.59;-0.41;
200.890;190.77;-0.76;
200.900;190.75;-0.83;
200.910;190.38;-0.83;
200.920;189.98;-0.68;
200.930;189.51;-0.54;
200.940;189.02;-0.54;
200.950;188.72;-0.20;
200.960;188.31;-0.33;
200.970;187.61;-0.05;
200.980;187.30;0.18;
200.990;186.85;0.02;
201.000;186.18;0.38;
201.010;185.60;0.73;
201.020;184.63;1.09;
201.030;184.35;1.13;
201.040;184.59;0.68;
201.050;184.77;0.42;
201.060;184.69;0.28;
201.070;184.78;-0.04;
201.080;184.96;-0.50;
201.090;185.20;-0.85;
201.100;185.13;-0.88;
201.110;185.01;-1.02;
201.120;184.32;-0.70;
201.130;183.87;-0.38;
201.140;183.60;-0.49;
201.150;183.10;-0.26;
201.160;183.14;-0.04;
201.170;182.61;-0.02;
201.180;182.37;0.14;
201.190;182.01;0.35;
201.200;181.64;0.41;
201.210;181.39;0.71;
201.220;180.90;1.06;
201.230;180.43;1.07;
201.240;180.93;0.69;
201.250;181.26;0.39;
201.260;181.25;0.13;
201.270;181.60;-0.09;
201.280;181.84;-0.37;
201.290;182.03;-0.66;
201.300;182.25;-0.73;
201.310;182.05;-1.00;
201.320;181.47;-0.83;
201.330;181.30;-0.54;
201.340;180.87;-0.55;
201.350;180.63;-0.17;
201.360;180.18;-0.21;
201.370;180.00;-0.16;
201.380;179.86;0.10;
201.390;179.64;0.23;
201.400;179.17;0.48;
201.410;178.78;0.69;
201.420;178.43;1.08;
201.430;178.41;0.99;
201.440;179.02;0.63;
201.450;179.20;0.39;
201.460;179.55;0.26;
201.470;179.69;0.03;
201.480;180.14;-0.32;
201.490;180.73;-0.65;
201.500;181.07;-1.00;
201.510;181.02;-0.91;
201.520;180.81;-0.53;
201.530;180.59;-0.54;
201.540;180.39;-0.51;
201.550;180.18;-0.39;
201.560;180.15;-0.17;
201.570;180.05;0.11;
201.580;179.64;0.05;
201.590;179.32;0.39;
201.600;178.97;0.54;
201.610;178.51;0.77;
201.620;178.10;1.07;
201.630;178.05;0.94;
201.640;178.28;0.74;
201.650;178.59;0.38;
201.660;178.60;0.25;
201.670;178.87;0.08;
201.680;179.12;-0.41;
201.690;179.50;-0.63;
201.700;179.69;-0.92;
201.710;179.54;-0.94;
201.720;179.19;-0.62;
201.730;178.81;-0.60;
201.740;178.60;-0.33;
201.750;178.19;-0.31;
201.760;178.04;-0.26;
201.770;177.86;-0.06;
201.780;177.50;-0.02;
201.790;177.38;0.41;
201.800;177.07;0.49;
201.810;176.45;0.79;
201.820;175.97;1.16;
201.830;175.74;1.08;
201.840;176.20;0.72;
201.850;176.54;0.30;
201.860;176.86;0.24;
201.870;176.97;-0.16;
201.880;177.27;-0.51;
201.890;177.70;-0.87;
201.900;177.75;-0.87;
201.910;177.64;-0.89;
201.920;177.42;-0.72;
201.930;177.15;-0.42;
201.940;176.82;-0.47;
201.950;176.69;-0.30;
201.960;176.33;-0.24;
201.970;176.01;-0.08;
201.980;175.87;0.07;
201.990;175.65;0.28;
202.000;175.41;0.39;
202.010;175.19;0.82;
202.020;174.64;0.99;
202.030;174.68;1.00;
202.040;175.27;0.77;
202.050;175.78;0.35;
202.060;176.06;0.36;
202.070;176.50;0.01;
202.080;177.18;-0.48;
202.090;177.55;-0.79;
202.100;177.79;-0.87;
202.110;177.90;-0.77;
202.120;177.95;-0.70;
202.130;177.93;-0.53;
202.140;177.78;-0.29;
202.150;177.70;-0.28;
202.160;177.76;-0.16;
202.170;177.77;-0.07;
202.180;177.75;0.22;
202.190;177.80;0.27;
202.200;177.76;0.38;
202.210;177.42;0.64;
202.220;177.24;1.01;
202.230;177.31;1.09;
202.240;178.03;0.55;
202.250;178.46;0.36;
202.260;178.78;0.31;
202.270;179.14;-0.02;
202.280;179.76;-0.45;
202.290;180.52;-0.78;
202.300;180.64;-0.87;
202.310;180.66;-0.81;
202.320;180.43;-0.79;
202.330;180.51;-0.73;
202.340;180.22;-0.54;
202.350;180.17;-0.21;
202.360;180.01;-0.15;
202.370;180.03;0.04;
202.380;179.78;0.07;
202.390;179.42;0.25;
202.400;179.39;0.50;
202.410;178.79;0.76;
202.420;178.57;0.87;
202.430;178.35;1.08;
202.440;178.98;0.81;
202.450;179.02;0.43;
202.460;179.08;0.40;
202.470;179.30;-0.11;
202.480;179.65;-0.46;
202.490;180.03;-0.76;
202.500;179.96;-0.86;
202.510;179.86;-0.96;
202.520;179.29;-0.66;
202.530;178.98;-0.50;
202.540;178.70;-0.38;
202.550;178.42;-0.34;
202.560;177.95;-0.31;
202.570;177.81;-0.01;
202.580;177.28;0.25;
202.590;177.06;0.26;
202.600;176.58;0.40;
202.610;176.03;0.75;
202.620;175.76;1.11;
202.630;175.50;1.12;
202.640;175.69;0.70;
202.650;175.94;0.38;
202.660;175.99;0.08;
202.670;176.15;0.01;
202.680;176.75;-0.41;
202.690;176.94;-0.73;
202.700;176.83;-0.71;
202.710;176.67;-0.82;
202.720;176.50;-0.69;
202.730;176.38;-0.52;
202.740;176.04;-0.53;
202.750;175.75;-0.21;
202.760;175.62;-0.13;
202.770;175.39;-0.01;
202.780;175.37;0.13;
202.790;175.07;0.26;
202.800;174.80;0.52;
202.810;174.47;0.81;
202.820;174.39;1.08;
202.830;174.40;1.02;
202.840;175.00;0.78;
202.850;175.19;0.38;
202.860;175.55;0.34;
202.870;176.04;-0.05;
202.880;176.24;-0.45;
202.890;176.93;-0.70;
202.900;176.95;-1.01;
202.910;176.95;-0.74;
202.920;176.65;-0.69;
202.930;176.61;-0.62;
202.940;176.40;-0.40;
202.950;176.09;-0.31;
202.960;175.87;-0.24;
202.970;175.74;-0.14;
202.980;175.61;0.11;
202.990;175.31;0.29;
203.000;174.95;0.33;
203.010;174.44;0.66;
203.020;173.74;1.05;
203.030;173.74;1.00;
203.040;174.07;0.71;
203.050;174.09;0.33;
203.060;174.36;0.13;
203.070;174.66;-0.15;
203.080;174.88;-0.51;
203.090;174.96;-0.69;
203.100;174.89;-0.83;
203.110;174.73;-0.72;
203.120;174.27;-0.76;
203.130;173.88;-0.87;
203.140;173.64;-0.34;
203.150;173.07;-0.29;
203.160;172.73;-0.24;
203.170;172.35;0.00;
203.180;171.91;0.13;
203.190;171.46;0.31;
203.200;171.14;0.38;
203.210;170.54;0.79;
203.220;169.93;1.00;
203.230;169.79;1.07;
203.240;169.97;0.81;
203.250;170.33;0.44;
203.260;170.57;0.37;
203.270;170.73;-0.10;
203.280;171.08;-0.64;
203.290;171.31;-0.59;
203.300;171.55;-0.91;
203.310;171.38;-0.89;
203.320;171.06;-0.48;
203.330;170.88;-0.46;
203.340;170.74;-0.46;
203.350;170.78;-0.25;
203.360;170.51;-0.09;
203.370;170.51;-0.12;
203.380;170.28;0.10;
203.390;170.18;0.28;
203.400;170.04;0.45;
203.410;169.65;0.88;
203.420;169.35;1.09;
203.430;169.34;1.17;
203.440;169.72;0.93;
203.450;170.23;0.26;
203.460;170.39;0.12;
203.470;170.84;-0.11;
203.480;171.47;-0.47;
203.490;171.55;-0.72;
203.500;171.70;-0.96;
203.510;171.64;-0.90;
203.520;171.33;-0.69;
203.530;171.03;-0.63;
203.540;170.84;-0.45;
203.550;170.47;-0.25;
203.560;170.37;-0.18;
203.570;170.26;-0.08;
203.580;169.68;0.27;
203.590;169.25;0.36;
203.600;169.00;0.36;
203.610;168.69;0.86;
203.620;168.00;1.18;
203.630;167.72;1.14;
203.640;168.03;0.65;
203.650;168.23;0.36;
203.660;168.29;0.13;
203.670;168.47;-0.16;
203.680;168.90;-0.61;
203.690;169.05;-0.73;
203.700;168.96;-0.85;
203.710;168.70;-0.98;
203.720;168.26;-0.74;
203.730;167.91;-0.54;
203.740;167.88;-0.30;
203.750;167.45;-0.39;
203.760;167.35;-0.13;
203.770;167.12;0.01;
203.780;166.80;0.11;
203.790;166.56;0.39;
203.800;166.18;0.37;
203.810;165.97;0.69;
203.820;165.38;1.07;
203.830;165.36;0.96;
203.840;165.83;0.63;
203.850;166.34;0.31;
203.860;166.51;0.29;
203.870;167.06;-0.04;
203.880;167.45;-0.52;
203.890;167.86;-0.84;
203.900;168.15;-1.00;
203.910;168.22;-0.89;
203.920;168.26;-0.78;
203.930;167.95;-0.61;
203.940;168.01;-0.45;
203.950;168.05;-0.26;
203.960;168.09;-0.16;
203.970;168.15;-0.14;
203.980;168.30;-0.03;
203.990;168.26;0.30;
204.000;168.16;0.54;
204.010;167.96;0.71;
204.020;167.79;1.11;
204.030;168.17;1.13;
204.040;168.79;0.58;
204.050;169.51;0.42;
204.060;169.94;0.31;
204.070;170.27;-0.05;
204.080;170.98;-0.35;
204.090;171.48;-0.77;
204.100;171.76;-0.89;
204.110;171.73;-0.79;
204.120;171.62;-0.57;
204.130;171.54;-0.47;
204.140;171.35;-0.51;
204.150;171.06;-0.24;
204.160;170.95;-0.17;
204.170;170.75;0.00;
204.180;170.43;0.21;
204.190;170.15;0.30;
204.200;169.85;0.44;
204.210;169.52;0.87;
204.220;168.89;1.08;
204.230;168.99;1.01;
204.240;169.07;0.71;
